dataset,algorithm,k,coreset_size,coreset_size_factor,running_time,real_cost,coreset_cost,distortion,real_cost_synthetic,coreset_cost_synthetic,distortion_synthetic,real_cost_synthetic2,coreset_cost_synthetic2,distortion_synthetic2
Tower,Sensitivity Sampling,40,2000,50,140.0,357983145.96691936,363079343.18599737,1.0142358579628465,21860919631.142418,23041252236.798378,1.053992815744791,1525736237.794903,1642724769.0052462,1.0766767730308502
Tower,Sensitivity Sampling,40,2000,50,140.0,357284096.32694423,339381367.2177708,1.052751066612581,29169411229.3276,31358570084.25097,1.0750498128917438,1450928943.9701624,1540227888.910928,1.061546049730332
Tower,Sensitivity Sampling,40,2000,50,136.0,355649627.912354,332636495.91504025,1.0691840260462326,26537170485.658264,27362208967.542908,1.0310899190375449,1509934470.9785972,1599543433.5617814,1.0593462592619056
Tower,Sensitivity Sampling,40,2000,50,134.0,352098401.5257018,333853803.76685816,1.0546484645464291,27152709188.733475,29596251948.763847,1.0899925949578644,1495157677.1654644,1585416603.681139,1.0603674969497454
Tower,Group Sampling,60,30000,500,877.0,238842235.54963923,235396979.68018946,1.0146359391447184,25579300720.204357,26338232542.05089,1.0296697642421115,1014815896.6313078,1038436521.3487177,1.023275773266677
Tower,Group Sampling,60,30000,500,817.0,242596552.78084967,238924794.70242596,1.0153678402570012,24644413084.006832,25324870287.876106,1.0276110127496143,1146888321.3454423,1176215324.16653,1.0255709316027244
Tower,Group Sampling,60,30000,500,830.0,242973998.18496442,238962411.14397684,1.016787523283612,22887657521.91562,23454504001.985214,1.0247664698550658,1266770435.256466,1299544744.5429778,1.0258723351716654
Tower,Group Sampling,60,30000,500,833.0,245000607.79969874,241881044.272815,1.0128970979774885,23099678168.94417,23779972398.430748,1.0294503769494583,1181283305.9456224,1208609487.1184697,1.0231326228308735
Tower,Group Sampling,60,30000,500,824.0,241979083.40454578,235704006.33681434,1.0266227000773358,22684593760.77029,23266809060.306065,1.025665670087627,1599459243.367352,1642093991.0909262,1.0266557262402103
Tower,Group Sampling,60,30000,500,836.0,239781043.0786446,235395015.95583025,1.0186326252703555,25574869680.025715,26249151437.800133,1.0263650124599086,732213256.3309082,751235918.2819974,1.0259796743457106
Tower,Group Sampling,60,30000,500,838.0,241999509.79079708,239219549.3508424,1.011620958435456,22787804058.762325,23343723362.324127,1.024395474971097,871414484.8666662,888018506.0050508,1.019054102756767
Tower,Group Sampling,60,30000,500,844.0,244069951.27431563,238668338.65384126,1.0226322965624224,22507697070.203728,23098429955.705856,1.0262458164271349,1869098253.848871,1900183394.8656995,1.016631089859946
Tower,Group Sampling,60,30000,500,833.0,243236102.9170039,239808932.64271313,1.014291253609793,25382185089.692207,26012014632.634457,1.0248138424929392,1044683918.6392882,1066624679.7257897,1.0210022961922105
Tower,Group Sampling,60,30000,500,820.0,242821401.87760738,237177600.53115135,1.0237956760411477,23033328610.573437,23598018925.371872,1.0245162270875263,2085276259.3928435,2127535164.6922157,1.02026537496364
Tower,BICO,40,4000,100,7.0,343124621.7518881,307902906.45080495,1.1143922793944483,22670278363.924496,22621953036.8973,1.0021362137454877,1178163369.0307057,1148614799.9120727,1.025725394728411
Tower,BICO,40,4000,100,5.0,343829994.7887198,309633979.1548121,1.1104401258778198,22268755509.056717,22220891867.802284,1.0021539928072727,1083992637.0743103,1056111678.4718035,1.0263996309962697
Tower,BICO,40,4000,100,7.0,342396240.75202525,308090699.69029546,1.1113488368724374,22869494061.723835,22823306570.555283,1.0020236984954731,930501485.0933415,899868709.088907,1.0340413836985725
Tower,BICO,40,4000,100,7.0,333408613.26801443,301054397.3101262,1.1074696674320923,21929500014.175068,21881846916.791203,1.0021777456704213,1397010644.3453157,1368075284.3963063,1.0211504149508686
Tower,BICO,40,4000,100,6.0,333548761.42083776,299518086.43850696,1.1136180969469351,23829376486.381725,23781480407.21679,1.002014007469039,1181091672.4591386,1153006400.477192,1.0243582966844964
Tower,BICO,40,4000,100,7.0,334506728.5371298,302543508.1030586,1.1056483433886253,22741399693.165043,22694077007.73135,1.0020852438906227,1176042372.7463772,1147217862.1971514,1.0251255768403231
Tower,BICO,40,4000,100,6.0,330028409.3429007,296577068.78545713,1.112791392451323,22097613681.947495,22050189027.41914,1.0021507595453891,1209384422.1945367,1177197772.1181526,1.0273417524554689
Tower,BICO,40,4000,100,6.0,353722544.1524534,319220691.5573926,1.108081504449901,21543984568.79582,21494674541.638435,1.0022940578635822,2112019307.7889218,2079003051.3782454,1.0158808119058742
Tower,BICO,40,4000,100,8.0,332209816.1792531,300995936.86404526,1.103701995583105,21211019932.87156,21164346737.792816,1.0022052745429368,1110696866.0815842,1081605945.5164824,1.0268960435042824
Tower,BICO,40,4000,100,7.0,356062574.54262364,316332327.11585265,1.125596545218789,22257102902.476315,22200603128.77205,1.00254496571001,1047852316.3691294,1012428204.390613,1.0349892583245826
Tower,Group Sampling,60,12000,200,835.0,247623871.50804096,241997116.325799,1.0232513315351524,22969155699.014675,23482243628.760506,1.0223381275511072,1880493295.5523515,1926534938.8686788,1.0244838114686305
Tower,Group Sampling,60,12000,200,847.0,252216993.91489717,246890333.72386783,1.0215750050262675,26095071176.88684,26859358926.294586,1.0292885865007602,823612840.0424063,841288457.1790652,1.021461075249566
Tower,Group Sampling,60,12000,200,818.0,247039937.7606039,238246502.7085389,1.0369089785247447,22369143432.952118,22967857030.054237,1.0267651552638422,1915263071.1452045,1954185767.2967076,1.0203223759377502
Tower,Group Sampling,60,12000,200,847.0,250045568.76982218,244431038.1177988,1.0229697942424054,25753271030.573044,26305567583.556942,1.0214456855724556,880549855.1234215,893881315.4590188,1.015139926783281
Tower,Group Sampling,60,12000,200,853.0,246986214.15007168,240278676.00551364,1.0279156613315288,22907471186.138496,23335748229.41429,1.0186959546863885,2895315548.660529,2949706353.2316957,1.0187857950738148
Tower,Group Sampling,60,12000,200,832.0,241354930.71424994,235263291.31280378,1.0258928597294288,22723894244.94961,23536586726.330482,1.035763785582724,2064338151.242719,2151781114.603594,1.042358837048201
Tower,Group Sampling,60,12000,200,854.0,247938169.65143672,238428658.04752496,1.0398840964915228,23838513560.322628,24510822536.08205,1.0282026383087253,1923714442.5617397,1969219892.0607827,1.0236549918700226
Tower,Group Sampling,60,12000,200,853.0,248218836.74366742,239075226.69265136,1.038245744561275,21856159523.773373,22433267968.488586,1.026404842263687,844210094.004677,861921787.8744066,1.0209801967490233
Tower,Group Sampling,60,12000,200,830.0,244343838.9441621,238807998.26840115,1.0231811359581815,24516917889.284588,25094351672.15126,1.0235524622415546,2308159336.6669154,2368829586.5354295,1.0262851220471307
Tower,Group Sampling,60,12000,200,854.0,246371798.670547,238169828.79436225,1.0344374848724707,22937208413.100273,23482537378.788452,1.0237748620436617,1287072358.7396603,1324131560.5389524,1.0287934097470492
Tower,Ray Maker,80,16000,200,209.0,193513241.8576055,184779168.40742618,1.0472676304664454,25607300333.298122,25305917951.85512,1.0119095613135387,586371021.1147795,575243727.6376783,1.0193436154841653
Tower,Ray Maker,80,16000,200,210.0,195026746.69482976,186423922.58513957,1.0461465674061294,22744018911.077175,22339524629.63601,1.0181066646738113,2298510653.4969482,2230357498.47087,1.030557054226869
Tower,Ray Maker,80,16000,200,211.0,195192660.92671612,186262246.08769894,1.0479453836007777,22392758501.606117,21986350229.310844,1.018484571930155,1199400501.2234895,1166791721.6927361,1.0279473867739186
Tower,Ray Maker,80,16000,200,208.0,195600944.07892227,185964641.93238512,1.0518179264961607,21587462693.919098,21212159369.267735,1.0176928391927464,1610883017.4119666,1568228401.9626625,1.0271992366647111
Tower,Ray Maker,80,16000,200,212.0,194670368.93009725,185672141.0719162,1.0484629939970143,21265606731.75075,20919733486.184555,1.0165333485627153,2297960349.430084,2245107319.781832,1.0235414268095602
Tower,Ray Maker,80,16000,200,207.0,191673215.73902163,182747026.77515054,1.048844509929312,21610352610.45137,21303706200.16011,1.014394040520938,528732482.2494643,517836059.93023336,1.0210422239051853
Tower,Ray Maker,80,16000,200,213.0,191559968.09543803,183094748.03235385,1.0462340954836582,21039522881.45964,20751742988.82829,1.0138677456050935,517185819.32215947,505192076.5065802,1.0237409559122868
Tower,Ray Maker,80,16000,200,226.0,192473183.96755558,183868089.1747517,1.0468003710237368,21357093817.127956,21027136902.319122,1.0156919563676994,1107815783.4555461,1082430669.9268923,1.0234519533065045
Tower,Ray Maker,80,16000,200,202.0,193815052.39971888,185336996.14251482,1.0457440038074475,22667201432.135796,22325212524.58023,1.0153185062484413,1527550218.2897785,1490816281.7742503,1.0246401498055886
Tower,Ray Maker,80,16000,200,208.0,194041010.93294904,185996401.08584803,1.043251427447717,22364692165.25804,22070802208.837486,1.013315780443308,646079370.7791429,633587636.3292767,1.0197158747008348
Tower,StreamKM++,80,4000,50,2748.0,197021903.56641132,188190523.54613745,1.046927867853605,23290094268.0178,23294524499.71441,1.000190219569128,696121299.2826939,690167132.1797538,1.0086271380153022
Tower,StreamKM++,80,4000,50,2705.0,195831094.30573595,186002153.5035378,1.0528431559369618,21739842404.810513,21728254576.861916,1.0005333068934554,660593935.8365229,655022387.6938045,1.008505889641932
Tower,StreamKM++,80,4000,50,2677.0,198336420.3048757,188590209.3662812,1.051679304940297,21810148165.34028,21799409195.07803,1.0004926266655279,855393044.3902986,848786885.6093748,1.0077830594380368
Tower,StreamKM++,80,4000,50,2614.0,197463430.1238122,187778436.44835484,1.051576708479629,22152045324.804054,22141937379.865803,1.000456506798156,543154211.4128228,536969638.8460157,1.0115175460945953
Tower,StreamKM++,80,4000,50,2729.0,197945366.77709848,187514822.0850732,1.0556251744584386,21850847315.968525,21844945953.401237,1.000270147730275,805769938.3222469,798294562.5898817,1.0093641821987527
Tower,StreamKM++,80,4000,50,2737.0,199986151.26125333,190386779.83398324,1.0504203676097716,21337376667.59657,21327762118.178772,1.0004507997306291,666248860.2567354,660054141.0133377,1.0093851683649577
Tower,StreamKM++,80,4000,50,2685.0,198684712.7538824,190327430.6475288,1.0439100243087431,22267549713.784847,22275211086.455276,1.00034405997826,602616529.5241572,597513320.5953178,1.0085407450393824
Tower,StreamKM++,80,4000,50,2714.0,195641300.71898532,186147910.93743616,1.0509991744400498,21747118607.591187,21723705104.285465,1.0010777859114421,625323103.7303182,619133342.2225807,1.0099974611050946
Tower,StreamKM++,80,4000,50,2736.0,200562940.23357764,190054865.27209693,1.055289691986767,21864843264.021862,21854424224.70744,1.0004767473719414,516126188.6306604,510397030.6027848,1.0112249047003847
Tower,StreamKM++,80,4000,50,2958.0,196192777.32139668,185852210.39312616,1.0556386545330696,21846870427.089397,21834943424.88376,1.0005462346282998,547900588.216914,542384019.0481694,1.0101709655428743
Tower,Sensitivity Sampling,100,10000,100,332.0,169067535.8570381,166908815.32305992,1.0129335321792314,21289641125.1201,22229113882.894173,1.0441281631875687,1008047173.1226457,1059372226.4646517,1.0509153288759447
Tower,Sensitivity Sampling,100,10000,100,336.0,172456029.3159238,167202993.19095653,1.0314171177484124,21611382975.617863,22575682410.65796,1.0446199780980248,779386789.5773985,824858923.8745502,1.0583434758007737
Tower,Sensitivity Sampling,100,10000,100,329.0,170796106.00438336,172470656.74247983,1.0098043847560172,21243306506.143036,22147481889.73996,1.0425628365968103,1142808283.6113675,1204080024.1329436,1.0536150650990668
Tower,Sensitivity Sampling,100,10000,100,315.0,167862638.9633854,165064372.71502346,1.016952575545742,22099882014.813683,22831123052.88517,1.033088006423805,662305396.7126994,690746777.1634524,1.042942999697601
Tower,Sensitivity Sampling,100,10000,100,334.0,173578101.6224403,171536903.98781994,1.0118994664539667,21865804127.780533,22430612549.085968,1.0258306723139372,657344990.6041193,675433892.3565793,1.0275181252021648
Tower,Sensitivity Sampling,100,10000,100,327.0,170870408.20783514,167199495.68309763,1.0219552846720015,23038684007.531364,23980903332.059345,1.0408972719196967,632445520.9677666,661691806.7194175,1.046243170015495
Tower,Sensitivity Sampling,100,10000,100,330.0,169992414.9208494,170982917.02816838,1.0058267429625032,21940338313.366425,22982109216.91359,1.0474819890499365,637064820.5736902,672428288.2770023,1.055509999235975
Tower,Sensitivity Sampling,100,10000,100,323.0,170972001.60145938,168819584.16258937,1.0127498089131473,21659274329.69834,23055732302.538857,1.0644739039537325,1249943516.7857864,1349412794.7229354,1.0795790182527072
Tower,Sensitivity Sampling,100,10000,100,330.0,168472162.20910448,164765501.28015068,1.0224965839338622,21790927001.21395,22586021710.993176,1.0364874201879952,1644882649.6126688,1744519409.7674947,1.0605737802500914
Tower,Sensitivity Sampling,100,10000,100,314.0,170858686.75702143,173845648.48303995,1.017482059488531,25131401756.817234,25807243353.610794,1.026892315969213,457327733.6558745,486249934.3621746,1.0632417379875396
Tower,Sensitivity Sampling,20,4000,200,69.0,641560430.0886726,646494368.9627142,1.0076905286589444,23245025230.96487,23491021790.354156,1.0105827615562917,3447315970.561335,3519362522.3154764,1.0208993177212038
Tower,Sensitivity Sampling,20,4000,200,74.0,632691246.3928214,644282240.019405,1.0183201422378887,25588412300.4307,26461468303.73893,1.0341191939952263,1807511435.1292357,1931623857.8680334,1.068664806388859
Tower,Sensitivity Sampling,20,4000,200,68.0,633227345.5049695,653119572.0995733,1.0314140359474537,21845714129.43991,23199884234.609993,1.0619879074287237,4466020740.956407,5025489701.647463,1.1252723605961679
Tower,Sensitivity Sampling,20,4000,200,71.0,683370316.304821,707495472.7447224,1.0353031963260462,23033229405.808514,24019482140.650898,1.042818691094774,5599969243.870418,5891130248.606011,1.0519933221158833
Tower,Sensitivity Sampling,20,4000,200,68.0,638992690.2712517,658065184.2195836,1.0298477498079606,22317941188.39472,22750331088.377377,1.0193740944262144,1479851687.358224,1578085502.1560588,1.0663808512954418
Tower,Sensitivity Sampling,20,4000,200,67.0,661047584.6150084,671863278.9182956,1.0163614459155559,24459211448.001614,25208905720.70892,1.0306507948672465,5873604996.4527,6119924982.227783,1.0419367638654362
Tower,Sensitivity Sampling,20,4000,200,67.0,633715580.711535,648574807.2775524,1.0234477848080261,29066089200.028503,29479991621.799583,1.0142400451234654,2685498467.9302745,2808014665.9633493,1.0456213993402494
Tower,Sensitivity Sampling,20,4000,200,70.0,662341707.8836185,686494830.0378081,1.0364662558113185,22467876727.9342,22872092107.859875,1.0179908134987725,2105722997.3858058,2217984310.5161,1.0533124790248591
Tower,Sensitivity Sampling,20,4000,200,72.0,664417414.0348206,682179201.6036675,1.026732874836896,36905158665.36683,37738453008.5305,1.022579345904443,3834472153.9374595,3967167517.504265,1.0346059009531587
Tower,Sensitivity Sampling,20,4000,200,80.0,626433449.4155854,616502909.6322942,1.0161078554993588,27242691013.85702,28105202462.19818,1.031660288181606,2624167932.9090934,2743641664.196575,1.0455282338409784
Tower,Ray Maker,100,20000,200,249.0,163732652.76084116,156478063.4957037,1.0463617014619857,21484104251.78361,21145171025.42379,1.0160288713651124,1811276828.4432487,1768796564.6366553,1.0240164780144287
Tower,Ray Maker,100,20000,200,237.0,162473024.49441156,155619494.50246817,1.0440403049364402,21423008964.175713,21046257544.81247,1.0179011122790382,1133141319.459246,1103888708.9002757,1.02649960120356
Tower,Ray Maker,100,20000,200,251.0,162813851.16030222,155793820.8099785,1.0450597482867183,21904175406.519054,21608744458.672287,1.0136718238494509,408890963.12625724,399897491.91677237,1.0224894413975385
Tower,Ray Maker,100,20000,200,241.0,166788341.21838912,159142588.31075487,1.0480434118157267,21796350654.14912,21500738684.70982,1.013748921549822,613119455.7792078,599615126.8937938,1.0225216614453523
Tower,Ray Maker,100,20000,200,240.0,162862255.25559893,155665428.30736643,1.0462326608193449,21075767749.411125,20771093199.36871,1.0146682000373324,551875001.7776089,540983421.7672284,1.0201329275022901
Tower,Ray Maker,100,20000,200,240.0,163989251.4488013,157063396.14927244,1.04409592221568,22915080540.18394,22579089711.91237,1.014880618862784,1699318106.308611,1666533137.9985566,1.019672557096241
Tower,Ray Maker,100,20000,200,239.0,164000129.97845948,157152656.29311174,1.0435721154631725,21882134242.64724,21640148102.257847,1.0111822774615922,500631526.6057947,491097748.417264,1.0194131987353978
Tower,Ray Maker,100,20000,200,239.0,164763144.61233488,157924934.56204063,1.04330038235734,21652971307.04081,21345905758.63255,1.0143852199049497,651141139.274844,638723301.2568793,1.019441654928713
Tower,Ray Maker,100,20000,200,227.0,163650592.31253386,156527671.52963006,1.0455058247100766,21367795882.757317,21003989916.900673,1.017320802728243,1278717183.5005255,1246613258.7834241,1.0257529145393751
Tower,Ray Maker,100,20000,200,243.0,163929933.75330722,156336790.66067076,1.0485691375686315,21939094957.569286,21569366427.030857,1.0171413718520301,972976418.6303681,947797070.0125787,1.0265661811103248
Tower,Sensitivity Sampling,100,50000,500,330.0,166942150.5128459,166534544.5376711,1.00244757612486,23096066048.354053,23405458478.095158,1.0133958930102365,1233503135.6807072,1259175379.7640004,1.0208124676303527
Tower,Sensitivity Sampling,100,50000,500,343.0,167076850.7693343,167560033.35210332,1.00289197803612,22424721979.51049,22680617592.546135,1.011411317084308,465702253.00306004,474439820.34824777,1.0187621324329954
Tower,Sensitivity Sampling,100,50000,500,344.0,165251116.11399075,165945257.70361888,1.0042005258781388,22773356012.64054,22944650164.750774,1.0075216912261484,631553578.3034118,637828049.7622498,1.0099349788749412
Tower,Sensitivity Sampling,100,50000,500,343.0,164833527.78813678,166512188.8155372,1.0101839780409119,23332230399.538258,23488948780.8379,1.0067168195502965,517820783.2663206,527027629.76688564,1.0177799864317727
Tower,Sensitivity Sampling,100,50000,500,338.0,163563137.91015035,162400877.42356217,1.0071567377284352,23246429409.823982,23506315938.777996,1.011179632122092,579166201.0550236,585448567.2180594,1.010847259649461
Tower,Sensitivity Sampling,100,50000,500,333.0,165343772.47357136,166468797.55421248,1.006804157567053,23108193746.028732,23395531565.240288,1.0124344560362246,731802285.6246151,742976072.362269,1.0152688601240385
Tower,Sensitivity Sampling,100,50000,500,337.0,165469728.15048632,165829147.9623599,1.0021721182230185,23216136586.615646,23604064874.543213,1.0167094247779025,753435786.3361051,767284099.7727243,1.0183802172497836
Tower,Sensitivity Sampling,100,50000,500,335.0,164714046.33282188,165352583.93765566,1.0038766433042605,21574932915.461285,21820323435.835884,1.01137387176758,627926705.1149403,640186756.3223708,1.0195246532876576
Tower,Sensitivity Sampling,100,50000,500,339.0,167864085.8386932,168575823.53428444,1.0042399640878226,22163068079.187458,22444970579.814487,1.0127194709513956,826185130.6821349,836149227.3890157,1.0120603679936166
Tower,Sensitivity Sampling,100,50000,500,338.0,166352560.7506052,167483823.11293775,1.006800390431191,21726311814.14891,21945511734.654903,1.0100891454739798,506123941.58571714,515215581.55125636,1.0179632679241661
Tower,Sensitivity Sampling,80,8000,100,249.0,198614799.31377956,194195267.3381043,1.022758185800587,23583553473.64333,24390639422.265125,1.0342224062851166,592804934.6833234,622894448.1860776,1.0507578661078927
Tower,Sensitivity Sampling,80,8000,100,267.0,200327115.9846325,197711591.40393582,1.013228989570738,21514413244.26205,22497019066.811684,1.0456719786588509,1525783415.1144295,1607268429.4417725,1.0534053611542447
Tower,Sensitivity Sampling,80,8000,100,267.0,205104528.3614792,203714904.11674997,1.0068214166791294,21797649644.426365,23581059530.357456,1.081816613947968,1775325972.354229,2073924577.8686533,1.1681936783240194
Tower,Sensitivity Sampling,80,8000,100,268.0,196158239.44396532,194095865.27893966,1.0106255440426912,23104592255.224976,23858541294.012184,1.032631999321118,757283675.9700049,781815857.409711,1.0323949693069547
Tower,Sensitivity Sampling,80,8000,100,258.0,200047444.13215083,198378074.4249199,1.0084150917991834,24438973501.217415,25076026572.477715,1.026067096117133,1102863526.7536733,1143935381.8214984,1.0372411037916196
Tower,Sensitivity Sampling,80,8000,100,266.0,203272134.08704972,204734313.63228372,1.0071932119559872,21690916854.70833,22550747457.94982,1.0396401225914456,633294700.0354784,662347880.6513417,1.045876241525842
Tower,Sensitivity Sampling,80,8000,100,261.0,201917456.87127963,203521496.33981442,1.0079440356143023,24962103761.66365,25904297902.4674,1.0377449813445112,1961253551.0776305,2039501990.7038949,1.039897156379026
Tower,Sensitivity Sampling,80,8000,100,267.0,202788574.55516237,201594040.68859786,1.0059254423517892,23584291706.71389,24431879266.559643,1.035938648079241,3093104086.6694994,3209994849.20926,1.037790762698071
Tower,Sensitivity Sampling,80,8000,100,263.0,199627254.78546384,196867497.75581157,1.0140183476760363,21156586006.299732,21875399361.457275,1.0339758671339272,705586424.3247452,737934770.7514417,1.045846044242779
Tower,Sensitivity Sampling,80,8000,100,262.0,202551518.23507863,199847436.43383312,1.0135307304887085,22264738872.052273,23420812156.37333,1.0519239543281693,1432821967.9237368,1534036992.0977156,1.0706403352543838
Tower,StreamKM++,20,2000,100,1364.0,632981865.0138729,616759442.2783306,1.0263026743062353,23926028286.67544,23908016949.117496,1.0007533597452385,3510041877.0749774,3497267364.200565,1.0036527126879624
Tower,StreamKM++,20,2000,100,1367.0,652365257.1624609,639015309.5557055,1.020891436256883,22191115751.538647,22173539375.33598,1.0007926734611534,3327349383.708222,3319782505.3606687,1.0022793295450334
Tower,StreamKM++,20,2000,100,1371.0,640462526.663413,623836467.9493864,1.0266513093867022,27845995341.36281,27833251373.79535,1.0004578684464962,2278429677.598995,2263666677.3956137,1.0065217199823635
Tower,StreamKM++,20,2000,100,1386.0,621356258.6795578,604972816.7264891,1.027081286134011,24647932231.814945,24635917449.554546,1.0004876937213725,1867086756.4839387,1854001989.6719465,1.007057579703195
Tower,StreamKM++,20,2000,100,1387.0,631647226.7837808,615680734.1587987,1.0259330717028154,21830267669.546955,21803817003.38229,1.001213120902664,2036898982.1356015,2022987130.3677783,1.0068768859470174
Tower,StreamKM++,20,2000,100,1351.0,643756302.315021,626321110.9880084,1.0278374639160877,22941108805.415524,22928032696.006615,1.0005703110067174,2269103248.133949,2253973979.568226,1.006712264073528
Tower,StreamKM++,20,2000,100,1359.0,627521432.9221106,610095628.4720591,1.0285624148687855,22268829225.061924,22270620823.085976,1.0000804531754204,3224034739.1497145,3216182377.1733985,1.0024415163866476
Tower,StreamKM++,20,2000,100,1384.0,665449135.5110528,648604960.8710669,1.025969851691181,22755454023.917076,22749033462.333244,1.0002822344779818,2856464571.0017653,2846649660.5251756,1.003447881420989
Tower,StreamKM++,20,2000,100,1396.0,627776809.3235328,614295693.1641767,1.02194564654998,26231005436.472168,26244216215.93346,1.0005036322184937,2982210500.650576,2975748790.507628,1.002171456866104
Tower,StreamKM++,20,2000,100,1369.0,620267517.4146905,603035788.2186303,1.0285749694010082,24143531767.876373,24138319813.29471,1.0002159203549368,2325902370.1497803,2315649810.1369896,1.0044275088434829
Tower,Group Sampling,40,4000,100,587.0,345851964.7936533,328235473.4329457,1.053670284861232,21941724619.72883,22651155864.645195,1.032332519763669,2436150432.811467,2554163785.2048473,1.0484425554366055
Tower,Group Sampling,40,4000,100,552.0,343382671.9293667,318295120.78904325,1.0788185225024256,25705795067.365395,26272093092.22831,1.0220299750845618,2226864920.736239,2182775455.2204995,1.0201988094608136
Tower,Group Sampling,40,4000,100,531.0,338855001.0112788,328695754.78126496,1.0309077500461619,24016349426.098843,24699609469.92038,1.028449787754963,2401187885.097851,2448627230.0573077,1.0197566151544712
Tower,Group Sampling,40,4000,100,544.0,354582571.464397,338035049.03799593,1.0489520908364183,22544530523.96801,23084248072.414097,1.0239400659894997,1494706046.2629735,1521551981.0325055,1.0179606785137796
Tower,Group Sampling,40,4000,100,558.0,359524836.3256533,345565468.6915682,1.0403957249748945,25664202167.876404,26424551598.549255,1.0296268485456592,3251864311.7198553,3355363755.1048203,1.0318277251027814
Tower,Group Sampling,40,4000,100,547.0,348339966.46102166,328452564.5438683,1.060548779531594,24269499962.377193,24707361972.710453,1.0180416576778277,2995226280.24563,3037379238.174531,1.0140733801004993
Tower,Group Sampling,40,4000,100,552.0,344610835.699336,327510455.27477866,1.0522132351781266,23731937862.048653,24243895091.704075,1.0215725000053253,2119059400.5250394,2140183280.3455205,1.0099685170766082
Tower,Group Sampling,40,4000,100,547.0,345771459.30999595,328823629.92243826,1.0515407891809823,25292547776.44273,25839431081.49422,1.021622309855271,1018238557.7478703,1031592598.8687608,1.0131148452582928
Tower,Group Sampling,40,4000,100,558.0,346081197.06312704,327074658.51730216,1.0581107036295183,25274637496.21621,25868751330.761787,1.0235063246558738,2847958714.947039,2882693088.400994,1.012196234893314
Tower,Group Sampling,40,4000,100,548.0,351289190.77432233,335260263.1407038,1.0478104010402551,22726598699.367992,23327041307.26881,1.0264202582992552,1017281929.6889517,1049541673.4234338,1.0317117042906148
Tower,Sensitivity Sampling,60,30000,500,203.0,243274182.28986025,245715214.00467977,1.0100340763324858,21420059055.38442,21685338690.13407,1.0123846360116813,3739458363.9231653,3795301123.4943533,1.0149333818260786
Tower,Sensitivity Sampling,60,30000,500,203.0,243415082.57240492,244849541.31612688,1.005893056126854,27254432329.494076,27512804885.019455,1.00948001970475,908603997.274604,924765588.9089131,1.0177872777170105
Tower,Sensitivity Sampling,60,30000,500,201.0,243502335.9693473,246055668.48027864,1.0104858645432164,22947149753.680058,23237164482.929127,1.012638376981985,2497063211.5222707,2540810061.3132935,1.017519320131409
Tower,Sensitivity Sampling,60,30000,500,202.0,245110796.3907891,249000676.48925564,1.0158698847857552,26178032300.882725,26588734547.755753,1.0156888127477472,837268619.6139612,862100891.1463093,1.0296586674224066
Tower,Sensitivity Sampling,60,30000,500,206.0,243923263.40622842,246104967.81448954,1.0089442244162983,21831921182.552723,22155806978.92527,1.0148354234913317,912204346.155718,935959741.7067901,1.0260417478289638
Tower,Sensitivity Sampling,60,30000,500,211.0,242707055.77322313,244541737.31409937,1.0075592427052904,21061845973.863194,21622714525.546734,1.026629600861176,4728547556.974129,4887218394.708281,1.0335559356911042
Tower,Sensitivity Sampling,60,30000,500,199.0,250757179.2070782,253024917.4783842,1.0090435626947027,22669891567.084297,23086855940.76532,1.0183928702282121,1953491173.0546498,1991022598.5370836,1.0192124878781748
Tower,Sensitivity Sampling,60,30000,500,198.0,250363322.07468802,249333355.27606452,1.004130882518639,24793100133.72628,25157381313.758762,1.014692845108827,2720139482.7517614,2741685854.112053,1.0079210538639345
Tower,Sensitivity Sampling,60,30000,500,197.0,240819622.81576967,239396835.87159297,1.0059432153269554,24260535159.58109,24624942617.448044,1.015020586127633,790690081.6284434,802997251.3698897,1.015565099433269
Tower,Sensitivity Sampling,60,30000,500,196.0,246626345.96107122,248508911.48340815,1.0076332701398985,25663403223.80403,25963403127.570312,1.0116897942626728,1421915769.3584638,1443056915.5859601,1.0148680721341425
Tower,Group Sampling,60,6000,100,846.0,252452687.65023613,238528605.30546758,1.0583748952329508,26830156701.820774,27305016604.34367,1.0176987375735556,3163292030.952424,3202175686.987856,1.0122921487029841
Tower,Group Sampling,60,6000,100,824.0,247965336.35944635,235642344.98308074,1.0522953180475707,24252528260.51597,24907611460.628464,1.0270109241014265,1305993692.0728438,1339664018.511075,1.0257813851955062
Tower,Group Sampling,60,6000,100,830.0,244487971.77868018,230980415.21431118,1.0584792288637817,22041564059.987896,22932944193.55932,1.0404408748465155,2763790111.6817236,2902781737.231804,1.0502902246312424
Tower,Group Sampling,60,6000,100,820.0,248733888.7818888,234135252.34407574,1.0623512960635226,22165677677.32062,22846467756.66357,1.0307137047309642,1815360411.0782456,1859960452.2853706,1.024568146873179
Tower,Group Sampling,60,6000,100,833.0,247716276.81561944,235656341.0127287,1.0511759443903075,26700008450.158348,27278014340.41704,1.021648153832523,2105833432.8212996,2173536309.225832,1.0321501574385337
Tower,Group Sampling,60,6000,100,833.0,250648283.66269627,238417456.0575615,1.051300050790668,23444721203.375454,24231953843.232697,1.0335782470189452,1421247635.5022614,1469802410.9236236,1.0341634872125596
Tower,Group Sampling,60,6000,100,828.0,247528470.45902455,233916995.29595995,1.0581893382558325,22671586195.236256,23233423866.203407,1.024781577527434,1152601407.5140858,1175893836.1435692,1.0202085720854013
