dataset,algorithm,k,coreset_size,coreset_size_factor,running_time,real_cost,coreset_cost,distortion,real_cost_synthetic,coreset_cost_synthetic,distortion_synthetic,real_cost_synthetic2,coreset_cost_synthetic2,distortion_synthetic2
Census,Ray Maker,10,500,50,310.0,255422187.6742932,105145408.60881077,2.4292281617790947,3928559460.3410864,3075697502.414798,1.277290584414328,531496323.4693658,328991039.6471537,1.6155343441553944
Census,Ray Maker,20,4000,200,535.0,188529735.36504543,107368152.39046454,1.7559185956690535,3744348921.5740533,3563684869.943001,1.0506958550557648,422953083.23094314,338648560.84725463,1.2489439853893651
Census,Ray Maker,20,4000,200,454.0,192640461.4189456,108329040.38943696,1.778290112479661,3690187736.210983,3496645783.4049034,1.0553507460563007,448528980.17710966,358974662.829525,1.249472530015617
Census,Ray Maker,20,4000,200,495.0,192660816.58308953,112107711.53616145,1.7185331316030377,3849289003.481907,3677655918.036065,1.0466691526534915,375916173.8094239,291093551.5489143,1.2913929965441242
Census,Ray Maker,20,4000,200,515.0,189185673.2733627,106184285.91675374,1.7816729814586718,3820319792.2611294,3649304298.31368,1.046862492126643,550939671.8599107,461987697.69851017,1.1925418676829138
Census,Ray Maker,20,4000,200,515.0,191705805.97704664,111079508.2285716,1.7258431283524223,3712046567.4749365,3531906789.963999,1.05100354800495,444512017.28384906,353232455.04352486,1.2584121615582489
Census,Ray Maker,20,4000,200,488.0,191847256.78297222,110410733.06033677,1.7375779642558153,3695314889.697255,3537940666.1534705,1.0444818719119124,619960643.593018,527628967.60724574,1.1749935686899242
Census,Ray Maker,20,4000,200,491.0,193619368.94246188,111530246.84096366,1.7360256470924254,3807092661.89817,3615081191.600712,1.0531140132463908,360112362.87708944,272703436.1579415,1.3205274123077912
Census,Ray Maker,20,4000,200,516.0,189767327.4021884,111268196.86327788,1.7054947662661168,3713160389.59116,3574632564.7977405,1.0387530249004089,448964880.0419664,362363928.71816283,1.2389888850972237
Census,Ray Maker,20,4000,200,506.0,186883862.2895037,107155116.16046247,1.7440498315511987,3736800339.8266006,3550854174.731161,1.0523666013712087,387840067.19731444,301279729.8815588,1.2873088652521856
Census,Ray Maker,20,4000,200,537.0,190951005.15199533,107428673.16052344,1.7774677796371001,3742106872.7745147,3569625088.6951427,1.048319299588524,329811556.6719559,240553311.89798665,1.371053900982339
Census,Group Sampling,50,10000,200,1094.0,132051320.12751321,127853919.27442372,1.0328296612017052,3856058891.5934787,3966707440.032623,1.0286947247305707,651458260.2251655,668963571.6587107,1.0268709639624414
Census,Group Sampling,50,10000,200,1042.0,133707325.74323644,129969898.42343438,1.0287560994133098,3968869086.283171,4060711797.191457,1.023140776103123,316441305.360719,320878247.76772124,1.0140213756290268
Census,Group Sampling,50,10000,200,1012.0,131881641.23286177,128562894.10313296,1.0258141912009737,3711259758.489788,3809821340.0536256,1.026557446252144,499970426.42080534,508660254.34009707,1.0173806838566444
Census,Group Sampling,50,10000,200,1084.0,129002466.6247405,124826355.1973503,1.0334553662228443,3802790671.6560645,3926580555.800099,1.0325523792478764,880236440.2803937,907688314.6841152,1.0311869324507592
Census,Group Sampling,50,10000,200,1093.0,133784206.37959646,130909966.05491698,1.0219558557021833,3844743655.580157,3929229173.4879093,1.0219742915200947,784654243.3028017,798985034.4438115,1.0182638292768138
Census,Group Sampling,50,10000,200,1069.0,133367224.5355601,130218023.28461812,1.0241840658574486,3830922345.862014,3938169353.969082,1.0279950879774191,521753842.42096645,532162615.156106,1.0199495852044755
Census,Group Sampling,50,10000,200,983.0,131607436.53085405,127914027.70805398,1.0288741499972915,3745664109.743672,3860746067.9430037,1.0307240464781577,414005131.1043259,423056402.1846956,1.021862702658361
Census,Group Sampling,50,10000,200,1073.0,132692215.49005912,130017782.0516034,1.0205697512775156,3698901442.133165,3817740695.9108996,1.0321282563585148,1478546621.8927698,1527503075.7989707,1.033111200675924
Census,Group Sampling,50,10000,200,1028.0,131680680.3621593,128717928.51707447,1.023017398424741,3842544381.9328065,3960699923.046684,1.0307492976969714,503569587.65090597,516133287.0390897,1.0249492814822116
Census,Group Sampling,50,10000,200,1064.0,129647577.34303837,126202327.2363925,1.027299418181033,3740051629.039449,3836295978.5521035,1.0257334280536048,572449910.4029924,581910669.3159795,1.016526789053608
Census,BICO,20,10000,500,82.0,183477016.73414353,116079467.46984062,1.5806155966541966,3713423724.442271,3635669409.1692944,1.021386519653541,392081763.2200879,318970002.9294503,1.2292120250154321
Census,BICO,20,10000,500,85.0,187585544.9718806,124149431.94522041,1.5109657936626781,3743956143.1673346,3672563762.396218,1.0194393849610213,490214773.8931377,424538439.74317634,1.1547005594821804
Census,BICO,20,10000,500,85.0,186212955.76165327,128491174.6134558,1.4492275934268932,3737469186.0307283,3672296504.5044737,1.0177471185799711,605191462.2490815,546290658.9698744,1.1078195321704287
Census,BICO,20,10000,500,87.0,190321009.58865988,127157415.57718875,1.496735433987558,3790687035.227805,3719018629.9302664,1.0192707841581536,349731486.8166796,283004288.909904,1.235781578306817
Census,BICO,20,10000,500,82.0,190984944.804238,131420000.69567566,1.4532410880631073,3928711821.8501577,3862441074.1262836,1.0171577368954074,427873142.48257476,366094970.20670307,1.1687490331839052
Census,BICO,20,10000,500,78.0,182911919.11787087,116503059.18362437,1.5700181643262883,3749901013.9542584,3674931220.142288,1.0204003256989032,297543314.5071872,228294670.52406666,1.3033300944965354
Census,BICO,20,10000,500,76.0,191143676.91003418,123940881.96283527,1.5422165300336514,3764856017.7773776,3689556257.683181,1.0204088933289448,538345201.318779,469398570.90082765,1.1468829150579543
Census,BICO,20,10000,500,78.0,193240109.0728014,127827531.47663048,1.5117252663846497,3760868236.6639752,3684340408.9348674,1.020771106693486,358443826.68460685,288790803.6728066,1.2411885078262932
Census,BICO,20,10000,500,88.0,187888326.60515243,129639426.9332631,1.449314695766707,3723798606.07445,3658098336.4619856,1.0179602251141253,382112098.39198774,322091111.03838885,1.1863478540593604
Census,BICO,20,10000,500,88.0,189897830.04537395,125010862.7579731,1.5190506317281007,3701330991.4435687,3623880473.386013,1.0213722606543887,364210584.95752645,293290936.1600253,1.2418064796888437
Census,Ray Maker,30,3000,100,501.0,160730400.45691633,80928181.55212006,1.9860868905524753,3769481603.21643,3455553749.2963405,1.0908473364027444,289864236.5913227,202926483.74541754,1.4284199442147403
Census,Ray Maker,30,3000,100,533.0,157898634.68195507,83724445.64720535,1.8859322801288154,3741211474.1842036,3374814642.6942153,1.1085679867731886,307152904.46752644,221761948.54518095,1.3850568435321458
Census,Ray Maker,30,3000,100,495.0,158514419.38733882,84851886.60884106,1.8681307596385555,3672621501.314607,3328553813.3682575,1.1033685219582428,247949620.38015234,166786784.3255188,1.4866263018551131
Census,Ray Maker,30,3000,100,536.0,158660065.01480523,79793844.66156802,1.9883747385244417,3719895495.8224173,3346395555.4501433,1.1116126095027736,521316280.0060648,412373940.01440907,1.2641833768347464
Census,Ray Maker,30,3000,100,544.0,159124205.09134868,82500830.02412483,1.9287588384846273,3658737932.685588,3325427128.2891455,1.1002309753117108,281732463.3681175,196944306.43680426,1.4305184468915844
Census,Ray Maker,30,3000,100,484.0,161457795.9937471,82666144.31950705,1.9531308412027542,3702144618.9149714,3337275773.823817,1.1093313438323054,309497753.10354793,220371995.61105868,1.4044332277581677
Census,Ray Maker,30,3000,100,541.0,161889392.36894366,82867267.16798955,1.9535987839536144,3694638396.9267454,3343010144.4374104,1.1051831245784358,374226824.35408473,278752448.5748096,1.3425059627903229
Census,Ray Maker,30,3000,100,569.0,156099437.1962949,79856015.40819961,1.9547611585471947,3719864065.9803963,3382729636.9121027,1.099663427248074,276315743.27821463,190258805.34127593,1.4523151387531024
Census,Ray Maker,30,3000,100,496.0,159084584.94794926,80521078.34038973,1.9756887044587892,3785202400.893987,3411992837.491887,1.109381696028542,370567258.7430541,273748501.9560993,1.3536777593123834
Census,Ray Maker,30,3000,100,526.0,164351298.19511807,83704934.10190266,1.9634600989594742,3724135136.4821444,3394912424.8022203,1.0969753179123918,287121131.28499985,196744726.33210003,1.4593587164331245
Census,Group Sampling,20,10000,500,557.0,196722011.7253856,194916802.25784487,1.0092614358876704,3888689263.2464914,3934632650.2241273,1.0118146202659761,494714367.6893271,498573440.23756105,1.0078006073813028
Census,Group Sampling,20,10000,500,544.0,189714574.36266962,186020843.8041454,1.0198565412509,3790020403.7221475,3883982490.488595,1.0247919738569662,1636644745.5852294,1676431990.6936188,1.0243102513332314
Census,Group Sampling,20,10000,500,508.0,188713284.5928264,184867305.58148247,1.0208039977607006,3969292663.4525023,4040067862.7725587,1.017830683026153,658674500.8295299,664483166.3014218,1.008818719207403
Census,Group Sampling,20,10000,500,548.0,188192427.19742125,185979845.65734646,1.0118968887852038,4306277632.801656,4427181706.696724,1.0280762375779307,771260286.6215963,788229034.6166345,1.0220013247011168
Census,Group Sampling,20,10000,500,556.0,202897722.07681856,198159734.0823856,1.0239099432403513,3882227226.6415677,3948597380.593088,1.0170958962669827,928517626.0532919,936277062.7682033,1.0083568006650485
Census,Group Sampling,20,10000,500,557.0,193084938.99636057,190051790.18219945,1.0159595908633814,3968487546.421848,4067202268.2102985,1.0248746457267974,850602122.0097045,870546670.4319706,1.023447564855756
Census,Group Sampling,20,10000,500,479.0,194354449.59688592,191793867.5132667,1.0133506984181446,3982002997.185608,4047463232.1065392,1.0164390220115849,554697712.7035977,563140754.9690464,1.0152209790523514
Census,Group Sampling,20,10000,500,550.0,186724925.43680876,182540844.12181965,1.022921343084164,4139691398.612628,4257340012.734813,1.0284196580840819,764493855.788921,785083312.7027941,1.0269321417797737
Census,Group Sampling,20,10000,500,550.0,202369903.56838638,199603388.0555922,1.0138600628964458,4773367331.382696,4941446642.8457985,1.0352118954596388,1954481094.5628262,2026508666.4742527,1.0368525293551318
Census,Group Sampling,20,10000,500,536.0,201264735.29003996,196951775.04642233,1.0218985599017885,3980677297.8569903,4079079289.8419476,1.0247199118697545,650905377.7325177,670640744.1761607,1.0303198700130467
Census,Group Sampling,50,5000,100,1022.0,131866977.97093666,126287468.37389946,1.0441810234133282,3783083230.3359814,3873351785.555924,1.0238611073888337,320803299.0171809,323687302.8020082,1.0089899442856816
Census,Group Sampling,50,5000,100,1030.0,130885008.71987964,126605847.44604027,1.0337990808494304,3777839782.012908,3861582073.521555,1.0221667133443195,468187999.18634874,477693718.4879328,1.0203032100739529
Census,Group Sampling,50,5000,100,1034.0,131109081.64381202,126857436.0869312,1.033515146514291,3708716687.1085687,3786171112.661602,1.0208844277111442,336385126.0615034,341317019.66882354,1.0146614497051762
Census,Group Sampling,50,5000,100,1072.0,135175264.043192,130292064.42873731,1.0374788720699528,3729119853.709211,3836265903.712839,1.0287322623586512,532945793.2297239,542406171.3615062,1.0177511076210044
Census,Group Sampling,50,5000,100,1064.0,130982868.4907985,125128306.49552093,1.0467884698454473,3777374905.071904,3877119259.0781755,1.0264057332176226,460601071.7314493,467642515.71181506,1.0152875110643929
Census,Group Sampling,50,5000,100,1088.0,132109654.38513167,127040822.38959575,1.0398992379000143,3706951591.8430114,3752820741.44968,1.0123738194228382,326644253.03098327,330885781.1241397,1.0129851606259674
Census,Group Sampling,50,5000,100,1031.0,131408692.6420845,126552672.41601361,1.0383715344240838,3773386089.3323083,3849564073.66055,1.0201882294906433,419091311.3911274,426063862.3413569,1.0166373073378325
Census,Group Sampling,50,5000,100,1108.0,130474896.53122772,124328066.79466581,1.049440403080615,3996755611.533185,4098384414.622343,1.0254278252079998,510767343.0898479,521445825.50890887,1.020906744652981
Census,Group Sampling,50,5000,100,1005.0,127213956.34685919,120829523.43649997,1.0528383521574878,3697130209.2611084,3729989132.6312766,1.0088876835573328,227042231.94843704,223151288.47057277,1.017436347800328
Census,Group Sampling,50,5000,100,1057.0,134594939.8271104,128719795.27485134,1.045642898512339,3812434457.9276505,3917911217.4611063,1.0276665109125025,374051014.62367135,375450005.93043983,1.0037401083062854
Census,Ray Maker,40,4000,100,584.0,141294285.6718638,71158738.95391273,1.9856209897617163,3753201014.1882887,3419269267.8787785,1.097661728324974,266939769.6513815,188300083.36631656,1.4176295882571666
Census,Ray Maker,40,4000,100,625.0,142682895.53869924,72652543.33395915,1.9639077861711498,3697814278.052258,3370138757.9804964,1.097229088652752,380738048.96369237,296122835.44580644,1.2857436286212092
Census,Ray Maker,40,4000,100,581.0,144507140.79639548,73685369.1538017,1.9611375020021846,3671432723.2591696,3358698106.0086746,1.0931118568504314,264538647.42147574,185283969.50259346,1.42774708536117
Census,Ray Maker,40,4000,100,578.0,141843161.65178317,70950496.18719597,1.999184914472533,3743314932.113326,3442960386.3226924,1.087237293517464,265619172.75935468,188365459.18251497,1.4101267499472154
Census,Ray Maker,40,4000,100,612.0,139296616.80596468,69322787.50242142,2.009391454449218,3681356301.688751,3343868899.716197,1.1009272229545835,287591991.84774077,204982264.5300552,1.403009145728181
Census,Ray Maker,40,4000,100,634.0,139858316.01920655,70012701.48057485,1.9976134767205134,3796246229.675201,3471298897.749217,1.0936097240536329,240017463.839892,163675013.98434693,1.4664270250977103
Census,Ray Maker,40,4000,100,678.0,141004679.9751036,71479659.65105726,1.9726546078065716,3699184798.444111,3400283793.65757,1.0879047229363827,279927121.8240697,197832167.06828314,1.4149727315449712
Census,Ray Maker,40,4000,100,596.0,143025808.13924542,69058338.95695141,2.0710867116048473,3711993235.368646,3382491138.3001237,1.0974140311374516,313330612.5753986,226869848.73390135,1.3811029289436705
Census,Ray Maker,40,4000,100,607.0,141416486.89273816,71947275.44921196,1.9655572224213684,3653589467.2104087,3347525360.7454386,1.0914299589941912,275636197.74209964,198732454.9906979,1.386971231020124
Census,Ray Maker,40,4000,100,665.0,140290076.86690557,71568106.74581721,1.9602317742617217,3712196173.536739,3352455997.206639,1.1073064573046882,268509668.72222304,191958499.19992083,1.398790206431942
Census,Group Sampling,10,5000,500,310.0,262542868.4484359,256739876.52171034,1.0226026124392673,3848259605.1886883,3957628308.839118,1.0284203029086099,1583389185.8260865,1630739047.4926693,1.0299041209138229
Census,Group Sampling,10,5000,500,289.0,266561800.23578197,259963540.79554692,1.025381480110799,4519825837.394872,4630255198.59937,1.0244322160139134,4556148966.877744,4673782757.635495,1.025818688461006
Census,Group Sampling,10,5000,500,348.0,266509126.97050714,262226910.48512393,1.0163301946297618,3818007498.410772,3902254781.4747524,1.0220657720287476,1967106783.3021631,2008839455.1710143,1.0212152549231694
Census,Group Sampling,10,5000,500,329.0,289270340.8778052,283762000.67159164,1.019411831722277,3816596928.5444446,3918524188.343035,1.026706320239445,8962273138.286652,9163549688.084677,1.0224582030353635
Census,Group Sampling,10,5000,500,251.0,267236620.3635325,260541745.89575982,1.025695976069997,4012813289.464685,4123472476.0647764,1.027576460357779,2794296595.057767,2877604030.508785,1.029813383303105
Census,Group Sampling,10,5000,500,261.0,251331420.93958655,246564213.73337814,1.0193345462994212,4633504074.51957,4796364837.140387,1.0351485096379682,2175055875.098276,2244722720.7432013,1.03202991079104
Census,Group Sampling,10,5000,500,341.0,264630846.13224205,260040896.88881052,1.0176508745291482,4177246495.164703,4286279626.3114643,1.026101675175973,1116285535.1196969,1148642789.3003466,1.028986538983666
Census,Group Sampling,10,5000,500,342.0,242595173.47006223,239250817.522462,1.013978451493844,5885067754.458161,6119819456.171356,1.0398893796142554,1938566992.2037032,2033936425.0199428,1.0491958406388766
Census,Group Sampling,10,5000,500,330.0,236837895.8699481,232328523.02666345,1.019409467182672,4379777467.922135,4477941660.659155,1.0224130548768704,3349123993.4399843,3431078344.446221,1.0244703842457796
Census,Group Sampling,10,5000,500,335.0,256779105.8263543,250027864.37486458,1.0270019562354364,7097349227.498658,7231388873.088943,1.0188858743305103,7348266667.292671,7464638057.791124,1.015836576946292
Census,Ray Maker,30,15000,500,692.0,161879480.97026724,94004252.19662657,1.7220442393570408,3697363873.577447,3598835814.203144,1.0273777589367796,294873355.7959508,224946374.26435602,1.310860674061885
Census,Ray Maker,30,15000,500,659.0,158790030.66410142,94766199.77235043,1.675597745246201,3740516667.9062138,3659920199.5261245,1.0220213731410113,339147648.50625056,272843770.691653,1.243010414518604
Census,Ray Maker,30,15000,500,748.0,159074217.82501107,89898630.34588695,1.769484331551766,3698942948.5826306,3609887819.0776396,1.0246697775577263,272328269.0074143,202975300.75793096,1.341681810498677
Census,Ray Maker,30,15000,500,652.0,158654701.98185977,90352388.76538526,1.7559547030221043,3693550003.1660056,3591717616.3895864,1.0283520024825286,263482900.4679194,192925821.61358267,1.3657212822224376
Census,Ray Maker,30,15000,500,686.0,157621631.25918138,94503502.80510552,1.667891946653494,3825095594.6740174,3735632395.4494715,1.0239486088977932,322134964.5989415,256763717.5728467,1.2545969019456507
Census,Ray Maker,30,15000,500,735.0,156100476.13885054,90825954.8391035,1.7186769620575928,3714513352.3714733,3625535361.8105865,1.024542028054155,482549654.05747914,413998006.84527135,1.165584486105578
Census,Ray Maker,30,15000,500,612.0,162760812.1814782,98225372.59832159,1.6570139453383896,3771831947.4721327,3687087812.9466724,1.0229840293545203,439702114.47991693,376052603.0782416,1.1692569360793188
Census,Ray Maker,30,15000,500,650.0,160032035.21434677,92843177.5445739,1.7236811518812523,3729945773.3060975,3632729233.000604,1.026761295453114,313072703.2197863,244851434.90480247,1.2786231101382275
Census,Ray Maker,30,15000,500,693.0,163310261.8320201,96699719.3878583,1.6888390459230793,3776570629.8647685,3684866396.3254495,1.0248867187235788,337473284.6169259,270537020.2855402,1.2474199806767197
Census,Ray Maker,30,15000,500,716.0,157237054.40641466,93411893.1273276,1.683265900543183,3695738524.300199,3604514573.010016,1.0253082487093415,236908838.4447964,172111393.0684644,1.3764855087225758
Census,Ray Maker,30,6000,200,544.0,160828490.05558664,91037795.9790886,1.7666122990557567,3696056005.200165,3532680990.9226565,1.0462467499039132,328016791.09375757,251694795.07582235,1.3032323175175053
Census,Ray Maker,30,6000,200,614.0,158456453.64805773,90405237.46207204,1.7527353292394745,3678289909.233584,3535535375.3454065,1.0403770628017632,378907284.84649116,304351719.33033395,1.244965153080791
Census,Ray Maker,30,6000,200,634.0,156391117.39984694,88027901.75875232,1.7766084874821806,3654211818.6172204,3494441833.6027603,1.0457211745458466,316280491.31006646,242065781.11940014,1.3065890182721016
Census,Ray Maker,30,6000,200,594.0,158131754.21991855,85588499.29595086,1.8475818073772403,3756415133.233947,3585182053.735158,1.0477613345521444,317824333.1339635,244735634.69845498,1.298643466962067
Census,Ray Maker,30,6000,200,594.0,162605182.29364055,91700987.33442605,1.7732108128850639,3712321733.8747973,3562089146.8247523,1.0421754147236777,291741103.25559354,215833259.30803174,1.35169669489737
Census,Ray Maker,30,6000,200,588.0,155155191.28386357,83699579.10399063,1.8537153106958226,3719079101.2071342,3566134358.1038322,1.0428881045257714,304367812.2483413,228356421.85215807,1.3328629419732034
Census,Ray Maker,30,6000,200,574.0,160152238.79741016,90240577.9474465,1.7747253224672186,3720571023.1357865,3567151456.0466666,1.043008986015735,288572676.6865383,217417050.45834458,1.3272771205302805
Census,Ray Maker,30,6000,200,609.0,158923130.28163406,87593291.75263107,1.8143299230087495,3717720721.6907907,3565084603.553886,1.0428141643496336,282978099.92391044,208626857.19241545,1.356383850727911
Census,Ray Maker,30,6000,200,584.0,161529006.99691263,89983281.26771316,1.7951002088525831,3722882787.480794,3561649699.4182997,1.0452692155797432,316632117.892447,241044404.02254152,1.3135841886743689
Census,Ray Maker,30,6000,200,598.0,162208458.48260698,90712512.63693498,1.7881596900730246,3655088072.4594417,3469710080.7223434,1.0534275162547602,407789975.48390967,328841360.87008345,1.2400811576893356
Census,Group Sampling,30,1500,50,651.0,167856443.09597275,157231778.46889374,1.0675732649629792,3733857133.805636,3812357658.3113227,1.021023976465237,798288761.3357385,810393952.1764677,1.015163924919191
Census,Group Sampling,30,1500,50,492.0,168315385.8913969,157779183.07937044,1.0667781554346512,4190961981.5467196,4165034825.317172,1.0062249554486193,623069120.4918181,610765521.1681701,1.0201445544930494
Census,Group Sampling,30,1500,50,725.0,172775597.42726022,160210770.50645697,1.0784268553299097,3797630446.6464577,3817936249.6275334,1.00534696655358,361166174.8103605,355366342.8690768,1.016320712576375
Census,Group Sampling,30,1500,50,563.0,162657503.61242905,151897431.52610534,1.0708377487243717,3765459691.724321,3776039174.4168153,1.0028096125197532,387493320.4386239,380951393.37356365,1.0171726030639432
Census,Group Sampling,30,1500,50,607.0,171488861.19957754,159812089.06222695,1.0730656373111045,4179175120.2868977,4090775611.0348616,1.0216094740111334,791288176.4740853,765380943.307038,1.0338488087449735
Census,Group Sampling,30,1500,50,586.0,168234392.52369744,158888623.7557919,1.0588196218646198,4038896348.4709377,4199596977.6807737,1.039788252865334,693745598.4260457,712565976.3672374,1.0271286448287256
Census,Group Sampling,30,1500,50,513.0,163915409.3221892,154295994.08194146,1.062343907873196,3805674202.9765143,3905179272.1771502,1.0261465022735814,1961971370.4405923,2016580076.5603082,1.0278335896957826
Census,Group Sampling,30,1500,50,686.0,161504182.21791354,148309427.46771437,1.0889677411307623,4471432120.201933,4607698761.7202015,1.0304749435650864,1735106846.1385627,1802716141.4893327,1.0389654939701454
Census,Group Sampling,30,1500,50,566.0,163421076.45975342,155268441.74531037,1.0525067078847612,3926407546.6837993,4086464298.361003,1.0407641717713145,1768324168.090094,1849376324.854075,1.0458355759801228
Census,Group Sampling,30,1500,50,604.0,162419479.99216184,153354301.24093676,1.0591126474958317,4227583388.958827,4448769547.697099,1.0523197624713787,1083915162.1493578,1145309816.0713415,1.0566415675930214
Census,StreamKM++,40,2000,50,6720.0,144584690.35984176,128759937.03717744,1.1229012197955266,3747548300.2865005,3736407453.1031713,1.002981700289158,297205780.28985083,284523630.1432197,1.0445732754789026
Census,StreamKM++,40,2000,50,6340.0,142221769.02800083,125573235.83568794,1.13258026745522,3694627385.633201,3676233029.1905813,1.005003588264553,301327788.0464266,288936700.58037364,1.0428851282691454
Census,StreamKM++,40,2000,50,6803.0,144403658.47663116,128693690.6910122,1.1220725561701226,3707643343.6941214,3700970430.694806,1.0018030171070733,276496934.1779283,263868859.2489715,1.0478573900872543
Census,StreamKM++,40,2000,50,6738.0,144161349.3722599,128416446.48409522,1.1226081496509464,3740666389.8833814,3728022683.726686,1.003391531444239,294810991.2124794,282679206.70524883,1.0429171450161896
Census,StreamKM++,40,2000,50,6689.0,142858776.47542357,127381701.74851185,1.1215015541044342,3713790913.905895,3711800040.9218636,1.0005363632097857,287671826.4134025,276913398.0665269,1.0388512380476835
Census,StreamKM++,40,2000,50,5689.0,141603637.0705982,126699267.55798331,1.1176357985320948,3698808469.7922297,3693821687.9267406,1.0013500331869805,272170229.26967674,261066411.56783098,1.0425325404182098
Census,StreamKM++,40,2000,50,6476.0,140065329.9790886,124606209.89284493,1.124063801471353,3773244448.858182,3760064156.190737,1.003505337175097,280971396.78005373,268151727.35231265,1.0478075213399536
Census,StreamKM++,40,2000,50,6757.0,143547281.32713488,128193016.5684906,1.1197745803137478,3679747022.098214,3669368523.8062563,1.0028284153593796,289892778.91863984,277866146.51416326,1.0432821074296057
Census,StreamKM++,40,2000,50,6784.0,140193287.99132177,123467344.09923832,1.135468564697073,3769557571.2686133,3753396511.615097,1.0043057160637052,270908875.0956811,257874691.99339595,1.0505446385666217
Census,StreamKM++,40,2000,50,6071.0,142016825.59643495,126783370.27122456,1.1201534183278283,3798534428.6495247,3791990013.4653172,1.0017258524313009,275354863.3613748,263420109.41629106,1.0453069204607415
Census,BICO,40,2000,50,53.0,141871008.68504477,60680361.3195214,2.3380053381357113,3682567981.792998,3577743136.913572,1.0292991533679121,294636123.3605076,203739991.51813793,1.4461378994132217
Census,BICO,40,2000,50,49.0,143799719.76468766,58283108.42751212,2.467262362019251,3733825752.731976,3620247171.013397,1.031373156680566,364421606.43803406,269116743.49587137,1.3541394775521458
Census,BICO,40,2000,50,49.0,142323909.21581435,54376163.84871077,2.617395180943585,3688803404.4401174,3577505625.794605,1.0311104412647267,337248980.0248336,247296064.34336078,1.3637458441577817
Census,BICO,40,2000,50,54.0,146607490.16569304,61413302.87425333,2.3872269248550086,3678919585.9480515,3570072480.803537,1.0304887661888633,290446776.75795674,197614887.98676035,1.4697616142029535
Census,BICO,40,2000,50,51.0,145726385.04545817,54895240.52112458,2.654626952392718,3664097951.681798,3534832478.8559127,1.0365690520269644,306957372.1305547,204216974.20211935,1.5030943109888124
Census,BICO,40,2000,50,44.0,147522795.22293413,58844017.79598035,2.507014319355526,3623473136.6607,3508079583.8163157,1.0328936530906325,307806711.14382774,208161650.1008398,1.4786907722662501
Census,BICO,40,2000,50,45.0,144255787.87711364,58559432.365360744,2.4634082341693646,3768592704.699385,3661989230.5658865,1.02911081038789,290486606.5884449,199261278.96949744,1.4578176356727695
Census,BICO,40,2000,50,59.0,147548161.55196202,60724007.972868234,2.4298159241710002,3719591006.5750494,3605301421.1670485,1.0317004244740804,302588059.3574832,207350526.2877494,1.459306927138292
Census,BICO,40,2000,50,48.0,144650602.69496307,60058557.286903776,2.4084927981862334,3734724608.752414,3630105775.786785,1.0288197753529522,332128967.8070659,240567524.0660055,1.380606002811661
Census,BICO,40,2000,50,43.0,140193430.88472733,58306352.68702364,2.4044280669939426,3723416245.9881444,3617523156.5684357,1.0292722630475595,266899393.04052612,177272123.19908345,1.5055914501615564
Census,Group Sampling,10,2000,200,304.0,272770454.7386268,268989994.89332706,1.014054276802373,4247537923.6504006,4381825618.66324,1.0316154199036394,12703604529.949057,13260499010.207518,1.0438375170563259
Census,Group Sampling,10,2000,200,345.0,244441515.70254987,238276252.44804674,1.0258744343641522,4669641655.698714,4709743972.969235,1.0085878789481804,2885834053.7555614,2900039036.5679893,1.004922314501744
Census,Group Sampling,10,2000,200,355.0,253081077.51589808,246004921.5061746,1.028764286366303,4858042645.858667,5006055483.839852,1.030467587209709,2088721243.4861004,2166904275.0248213,1.0374310510713398
Census,Group Sampling,10,2000,200,309.0,243277614.20483506,236050902.14091367,1.0306150580166278,4627134768.971853,4758372058.434015,1.0283625388095887,1085278008.1366544,1134617292.7319598,1.0454623462609525
Census,Group Sampling,10,2000,200,340.0,267347308.98003462,262791495.68111256,1.0173362280507372,4621472636.133684,4693919168.023391,1.015676070723274,462191863.83429784,458140813.37049234,1.0088423697378157
Census,Group Sampling,10,2000,200,339.0,278046897.2485812,271101589.27849627,1.0256188390063259,4313315443.080652,4412796091.942636,1.0230636154890014,11124161437.932606,11432375088.22328,1.0277066862082465
Census,Group Sampling,10,2000,200,335.0,258014021.46008596,264671435.81761566,1.0258025293348625,3802426715.586505,3839546306.2932167,1.009762079188681,529840231.403018,546050360.6278484,1.030594372159898
Census,Group Sampling,10,2000,200,336.0,261100505.02583805,255349576.68758708,1.0225217852829538,5674545093.927248,5813479907.7497225,1.0244838681379338,4294799562.8609576,4414711744.2263775,1.0279203207531158
Census,Group Sampling,10,2000,200,319.0,243169744.3479803,237290788.2105471,1.0247753239043431,4071778443.241,4234705144.623271,1.0400136460402758,1043248870.5566281,1096608348.1253014,1.0511474098603175
Census,Group Sampling,10,2000,200,307.0,262337254.51580778,255050067.841596,1.0285715927695327,3725291003.5989947,3835709619.651137,1.0296402659404238,2255378986.8574066,2322611800.6886663,1.0298099850282547
Census,Ray Maker,20,1000,50,376.0,188256691.70293534,78836880.5972695,2.387926694672589,3736243019.762555,3040253307.2594156,1.2289249092637375,323638049.7655126,187405663.0162282,1.726938474305803
Census,Ray Maker,20,1000,50,457.0,190498886.9240124,83895640.9082644,2.270664898219363,4095625294.9410596,3369225051.089159,1.2155986117986033,285420558.3932094,164084288.83827704,1.7394752441808885
Census,Ray Maker,20,1000,50,429.0,195061090.34795532,86924436.58366966,2.2440305397918574,4076561363.380755,3340872047.8068027,1.2202087673656683,526219232.5922337,366856095.76299715,1.4344023137949742
